Gender,Age,Height,Weight,family_history_with_overweight,CH2O,FAF,Obesity
0,19,1.76,80,1,3,3,0
1,21,1.65,65,1,1,1,0
0,33,1.63,77.97,1,2,0,0
0,21,1.74,78.88,1,2,2,0
0,23,1.59,65.13,0,3,2,0
0,19,1.51,42,0,1,1,0
0,23,1.66,56,1,2,2,0
1,21,1.69,80,1,2,1,0
0,18,1.74,50,0,1,2,0
1,18,1.76,70,1,2,2,0
1,18,1.78,72,1,2,1,0
1,36,1.74,75,0,2,3,0
1,24,1.67,85.61,1,2,0,0
1,21,1.72,53,0,2,0,0
0,20,1.53,42,0,1,0,0
1,23,1.71,75,1,1,1,0
0,23,1.57,50,0,1,1,0
0,21,1.59,44,1,1,0,0
0,23,1.63,53,1,2,2,0
0,21,1.6,63,1,2,1,0
1,22,1.7,75,0,2,1,0
1,19,1.82,60,0,1,0,0
0,24,1.58,65.29,1,2,1,0
0,39,1.55,62.89,1,1,0,0
0,19,1.67,49.65,0,1,0,0
1,20,1.77,53.7,1,2,1,0
0,29,1.62,69.98,1,1,1,0
1,22,1.7,56,0,2,3,0
1,20,1.7,50,0,1,0,0
0,21,1.7,78,1,2,1,0
0,23,1.71,75,1,2,1,0
0,20,1.6,55,0,2,2,0
1,19,1.72,86,0,2,2,0
1,23,1.72,83,1,2,1,0
1,35,1.69,83.41,1,2,3,0
1,16,1.82,58,0,3,1,0
0,22,1.75,51.6,1,2,1,0
0,21,1.55,41.89,0,1,0,0
0,21,1.67,60,0,3,3,0
0,18,1.67,50,1,2,1,0
1,18,1.7,67,0,1,2,0
1,18,1.75,70,1,2,3,0
0,19,1.64,58,1,2,1,0
1,23,1.84,89.91,1,2,0,0
1,22,1.66,70,0,2,1,0
0,17,1.7,50.17,0,1,1,0
1,23,1.74,72,1,2,2,0
1,33,1.82,85.77,1,2,1,0
0,20,1.55,49.84,0,1,2,0
1,35,1.72,84.75,1,2,3,0
1,20,1.7,78.79,1,2,2,0
0,21,1.68,75,1,3,1,0
0,17,1.65,49.6,0,1,2,0
1,19,1.68,60,0,2,2,0
1,33,1.71,83.02,1,3,2,0
1,20,1.81,61.41,0,1,2,0
1,17,1.72,85.83,1,2,1,0
0,21,1.6,63,0,2,1,0
0,21,1.63,51,0,1,1,0
1,17,1.7,55,0,3,1,0
0,18,1.68,50.66,1,2,1,0
1,20,1.84,89.99,1,3,1,0
0,22,1.62,68.13,1,2,1,0
1,18,1.86,86.1,1,2,1,0
0,22,1.67,50,1,2,0,0
1,24,1.74,83.99,1,2,1,0
1,17,1.7,60,1,2,1,0
1,44,1.67,80,1,2,3,0
0,21,1.59,53,1,2,2,0
0,21,1.56,62,0,3,1,0
1,26,1.75,80,0,2,1,0
0,18,1.66,84.75,1,2,1,0
0,19,1.54,58,0,1,2,0
0,20,1.71,51.29,1,1,1,0
1,18,1.66,58,0,2,0,0
0,20,1.56,42.24,0,1,0,0
1,21,1.68,69,1,2,1,0
1,23,1.65,75,0,2,1,0
0,35,1.66,80.14,1,2,0,0
1,21,1.75,75,0,2,3,0
0,19,1.6,66,0,2,1,0
0,21,1.65,59,1,2,1,0
0,18,1.66,50,1,1,1,0
0,36,1.6,62,0,2,0,0
0,25,1.65,66,1,2,0,0
0,23,1.57,55,0,2,1,0
0,23,1.7,80,1,2,1,0
1,30,1.78,83.31,1,3,1,0
0,21,1.68,51,1,2,1,0
1,23,1.82,63.18,1,2,1,0
0,26,1.6,68,1,1,0,0
0,17,1.55,54.93,0,2,0,0
0,17,1.62,58,0,2,1,0
0,21,1.68,77.36,1,2,1,0
0,24,1.6,57,1,2,0,0
0,21,1.67,75,1,2,0,0
1,22,1.71,75.06,1,1,2,0
1,20,1.8,75,0,3,2,0
0,55,1.65,80,1,2,1,0
0,21,1.68,80,1,2,3,0
0,17,1.75,50,1,2,2,0
0,34,1.67,77.1,1,2,1,0
0,18,1.6,45,0,2,2,0
0,19,1.57,52,0,1,0,0
0,29,1.7,78,1,2,0,0
0,23,1.6,60,0,2,0,0
0,22,1.73,79,1,2,1,0
1,23,1.7,51.49,1,2,2,0
1,23,1.8,90,1,2,0,0
0,21,1.6,57,0,3,3,0
0,18,1.76,50,0,2,2,0
0,18,1.68,64,1,1,2,0
1,25,1.85,75,1,2,1,0
0,23,1.57,57,1,2,0,0
1,18,1.7,75,0,2,2,0
1,18,1.7,70,0,2,0,0
0,29,1.71,71,1,3,1,0
0,19,1.6,73.51,1,2,2,0
1,21,1.82,72,1,3,3,0
0,26,1.57,65,1,3,0,0
1,18,1.7,75,0,1,1,0
0,18,1.66,57,0,2,1,0
0,21,1.75,53.66,1,2,0,0
1,28,1.65,62,1,1,1,0
0,20,1.73,50,0,1,1,0
1,20,1.75,80.99,1,2,3,0
0,21,1.72,72,1,1,1,0
1,18,1.7,70,1,2,1,0
1,27,1.68,80,1,2,1,0
0,18,1.64,68.39,1,1,0,0
1,23,1.87,95,1,2,0,0
0,21,1.67,75,1,2,1,0
1,23,1.67,68,0,2,1,0
0,18,1.7,51,0,1,0,0
1,24,1.7,65,1,2,0,0
1,21,1.64,70,0,3,1,0
1,17,1.84,60,1,2,2,0
1,22,1.75,57.79,1,3,3,0
1,17,1.7,83,1,1,1,0
0,21,1.62,50,0,1,1,0
0,25,1.61,61,0,1,2,0
1,23,1.81,91.36,1,2,0,0
0,18,1.66,53,0,2,1,0
0,24,1.65,49.84,1,3,0,0
0,21,1.61,66,0,3,0,0
1,16,1.69,52.63,0,3,1,0
0,17,1.69,50,1,2,1,0
1,19,1.78,79,0,1,1,0
1,18,1.67,70,0,2,1,0
1,22,1.73,79,1,3,0,0
0,38,1.56,78,1,1,0,0
0,48,1.56,51,1,2,0,0
1,17,1.68,85.5,1,3,1,0
1,24,1.7,85.32,1,2,1,0
1,19,1.8,72,1,2,2,0
1,27,1.82,86.75,1,3,0,0
1,34,1.74,83,1,2,1,0
1,20,1.85,85,1,3,2,0
1,19,1.75,55.52,1,2,2,0
0,21,1.61,67.08,1,2,1,0
0,19,1.62,53,0,2,1,0
1,20,1.68,80,1,3,1,0
0,24,1.5,65,1,2,0,0
1,34,1.9,91.06,1,3,2,0
1,31,1.75,73,1,2,1,0
1,17,1.83,59.41,1,2,0,0
0,23,1.52,42.05,0,2,1,0
0,23,1.7,75.14,1,2,1,0
0,22,1.55,55,1,1,1,0
0,18,1.51,59.8,0,1,1,0
0,21,1.59,42.3,1,1,1,0
1,22,1.65,60,1,2,1,0
1,20,1.62,70,0,2,2,0
0,21,1.75,78,1,2,0,0
1,22,1.8,92,1,2,1,0
1,28,1.82,72,1,2,1,0
1,17,1.7,50,1,2,1,0
0,34,1.68,77.05,1,1,0,0
0,21,1.65,67,0,2,1,0
0,18,1.55,60,0,1,2,0
0,27,1.7,78,0,2,0,0
0,18,1.74,51.15,0,2,1,0
0,21,1.74,78.88,1,2,2,0
1,22,1.75,70.44,0,3,1,0
0,17,1.62,58,0,1,0,0
0,23,1.58,45,0,2,1,0
0,20,1.61,64,1,2,0,0
0,23,1.65,64,1,2,0,0
0,22,1.64,56,1,2,0,0
1,18,1.7,50,0,2,0,0
0,19,1.55,58,1,2,1,0
1,33,1.74,84.77,1,2,1,0
1,19,1.8,70,0,1,2,0
1,18,1.62,52.06,0,2,1,0
1,18,1.8,68,1,1,2,0
0,29,1.68,77.21,1,2,1,0
0,37,1.65,80,1,2,1,0
1,31,1.79,90,1,3,1,0
0,20,1.62,59,1,2,1,0
1,18,1.74,52,1,2,2,0
0,34,1.65,73.58,1,2,1,0
1,33,1.87,83.95,1,2,1,0
1,23,1.73,84.77,1,2,3,0
0,27,1.7,78.04,1,2,1,0
1,18,1.8,52.06,1,2,1,0
0,16,1.67,64.11,1,2,1,0
1,34,1.7,84.32,1,2,2,0
0,23,1.75,80,1,2,0,0
1,32,1.93,91.35,1,2,0,0
1,19,1.77,82,1,3,2,0
0,22,1.6,60,1,2,0,0
0,17,1.66,60,1,1,1,0
0,16,1.56,56,1,1,1,0
0,18,1.63,50,1,1,0,0
0,21,1.66,58,1,2,1,0
1,34,1.84,97.83,1,2,1,0
1,24,1.62,52,1,2,0,0
0,19,1.56,71.73,1,2,1,0
0,21,1.69,60,1,2,1,0
0,17,1.76,54.98,1,2,3,0
1,21,1.74,75,1,1,1,0
0,19,1.54,56,1,2,2,0
1,21,1.61,70,1,1,1,0
0,30,1.56,53,1,2,2,0
1,33,1.74,84,0,3,3,0
0,19,1.7,45,0,2,1,0
1,18,1.78,53,0,2,2,0
1,20,1.65,60,0,2,0,0
1,18,1.75,51.22,1,2,1,0
0,25,1.7,78.06,1,3,1,0
1,23,1.82,86.14,1,3,0,0
1,19,1.66,70,1,2,2,0
1,19,1.76,55.7,1,2,2,0
1,35,1.74,84.06,1,3,1,0
1,17,1.71,51.12,1,2,1,0
0,17,1.62,58,1,2,1,0
0,34,1.75,79.71,1,2,1,0
1,18,1.85,85.3,1,3,2,0
1,21,1.8,93,0,1,0,0
0,18,1.7,50,1,1,2,0
1,17,1.85,59.3,1,2,2,0
1,29,1.76,79,1,1,1,0
1,27,1.9,99.54,1,1,1,0
1,18,1.87,52,0,2,2,0
0,26,1.63,66,0,1,2,0
0,41,1.56,80.4,1,3,0,0
0,40,1.58,63,0,2,3,0
1,21,1.67,80,1,2,0,0
1,22,1.75,75,1,2,0,0
0,19,1.56,50,1,2,1,0
1,45,1.7,86,0,3,3,0
0,17,1.61,44.66,0,1,0,0
1,20,1.72,85,1,2,2,0
1,21,1.87,75,1,1,1,0
0,20,1.61,53,1,2,2,0
1,22,1.65,66,0,2,2,0
1,45,1.7,87,0,2,3,0
1,17,1.85,59.61,1,2,2,0
0,21,1.65,80,1,2,1,0
0,19,1.76,79.99,1,3,2,0
1,21,1.68,75,1,3,3,0
1,21,1.61,66.5,0,2,3,0
1,18,1.76,86.08,1,2,1,0
1,18,1.62,53,1,2,0,0
0,19,1.7,74.24,1,2,3,0
1,19,1.85,65,1,3,2,0
0,22,1.65,60,1,2,1,0
1,22,1.7,75,1,1,0,0
0,23,1.5,50,0,2,2,0
1,23,1.72,51.15,1,3,2,0
1,17,1.87,58.33,1,2,2,0
0,17,1.6,65,0,2,1,0
1,29,1.72,84.69,1,2,2,0
0,20,1.56,55,0,3,0,0
0,20,1.56,42,0,3,0,0
1,21,1.62,70,1,3,1,0
1,20,1.62,70,0,2,1,0
0,16,1.62,50,0,1,1,0
0,22,1.76,50.16,0,2,2,0
1,23,1.77,89.87,1,2,0,0
1,19,1.8,65,0,3,3,0
0,19,1.64,49,1,1,2,0
0,21,1.61,64,1,2,0,0
0,23,1.72,80,1,2,1,0
0,20,1.67,49.66,0,1,2,0
0,23,1.68,63,0,3,0,0
0,17,1.75,56.27,1,2,3,0
0,23,1.65,68,0,2,1,0
0,22,1.65,80,1,1,1,0
0,23,1.68,80.04,1,2,0,0
0,22,1.67,50,1,2,2,0
0,20,1.53,42,0,1,2,0
1,18,1.7,85,1,3,2,0
0,23,1.57,57,0,2,0,0
1,21,1.65,53,1,2,1,0
1,22,1.82,96.74,1,2,3,0
1,18,1.77,51.71,1,2,1,0
1,19,1.72,53,0,2,2,0
1,18,1.7,55,1,1,1,0
0,22,1.57,70,1,3,0,0
0,21,1.67,79.83,1,2,1,0
0,21,1.56,77.6,1,2,0,0
1,21,1.71,75,0,1,1,0
1,21,1.7,62,0,2,2,0
1,22,1.65,88.68,1,3,1,0
1,22,1.7,75,1,3,2,0
1,21,1.67,70.44,1,2,2,0
1,16,1.71,50,0,2,1,0
1,18,1.76,52.09,0,2,1,0
1,27,1.71,83.95,1,2,1,0
1,17,1.7,85,1,2,3,0
1,19,1.73,85,1,3,2,0
1,33,1.75,87.28,1,2,1,0
0,19,1.59,42,0,1,0,0
0,22,1.66,60,1,2,2,0
1,21,1.75,50,1,1,1,0
1,23,1.8,65,0,3,2,0
1,18,1.7,83,1,2,1,0
1,21,1.75,47,0,3,2,0
0,19,1.55,45,0,2,2,0
0,18,1.63,64,1,2,0,0
1,22,1.68,77.36,1,2,1,0
1,24,1.69,80,1,3,0,0
1,17,1.69,60,0,3,2,0
1,23,1.71,75,1,2,0,0
1,23,1.74,78.88,1,2,2,0
1,18,1.85,66,1,2,1,0
1,17,1.65,59,1,1,1,0
0,21,1.64,56,1,2,1,0
0,17,1.6,53,0,1,2,0
1,17,1.9,59,0,2,2,0
1,18,1.74,51.13,1,1,1,0
1,21,1.62,70,0,3,1,0
0,19,1.6,61,0,1,1,0
1,21,1.79,54.17,1,2,2,0
0,18,1.74,45,1,3,0,0
0,23,1.72,72,1,3,1,0
1,23,1.72,82.34,1,2,1,0
1,17,1.7,85,1,2,1,0
0,27,1.55,62,0,1,1,0
1,19,1.76,55,0,2,2,0
0,19,1.71,50.25,1,1,0,0
1,34,1.71,83.57,1,2,2,0
0,17,1.57,51,1,2,1,0
0,18,1.67,67,1,2,0,0
1,18,1.7,75,1,3,1,0
1,18,1.85,58.97,1,2,2,0
0,22,1.61,68.07,1,3,2,0
1,18,1.69,85,1,2,2,0
0,18,1.6,51.5,1,2,3,0
1,27,1.88,99.62,1,1,2,0
1,20,1.72,80,1,2,2,0
0,21,1.6,57,0,3,1,0
0,24,1.7,50,0,2,2,0
0,22,1.61,68,1,1,1,0
0,22,1.6,68.06,1,3,1,0
0,22,1.6,53,1,2,1,0
1,34,1.74,84,1,3,1,0
1,17,1.76,85,0,2,2,0
0,21,1.75,78,1,2,0,0
1,17,1.8,60,0,3,2,0
1,18,1.65,60,0,1,1,0
0,30,1.74,78.66,1,1,0,0
1,34,1.7,83,1,1,1,0
0,18,1.63,53,1,2,2,0
0,18,1.64,49.13,0,1,1,0
1,18,1.75,85.24,1,2,0,0
1,18,1.8,68,1,2,3,0
1,34,1.7,83.34,1,2,0,0
1,32,1.77,91.36,1,1,1,0
0,24,1.56,51,0,2,2,0
1,27,1.68,78,1,2,1,0
1,24,1.79,89.39,1,2,0,0
0,18,1.7,55,1,2,2,0
0,21,1.5,50,1,2,0,0
0,22,1.72,51.49,1,1,2,0
1,33,1.74,75,1,2,1,0
1,21,1.78,78,0,2,1,0
0,23,1.6,51,1,2,1,0
1,17,1.85,58.5,0,2,1,0
1,22,1.76,96.3,1,2,3,0
1,18,1.82,60,0,2,1,0
0,21,1.69,51.26,1,2,0,0
0,38,1.57,62.21,1,2,0,0
0,21,1.7,78,0,1,2,0
0,18,1.7,50,1,2,1,0
0,19,1.73,50,0,1,0,0
0,21,1.6,48,1,2,1,0
0,20,1.6,44.59,0,2,1,0
1,20,1.8,65,0,1,2,0
1,22,1.76,51.46,1,2,1,0
0,38,1.7,78.97,1,3,0,0
0,33,1.76,78.66,1,2,2,0
1,21,1.64,65,1,1,0,0
1,18,1.72,57.79,1,2,2,0
0,22,1.67,51.31,1,1,2,0
0,21,1.62,69,1,2,1,0
0,33,1.5,55,0,2,0,0
0,22,1.65,56,1,2,0,0
0,31,1.65,69.17,1,1,0,0
1,21,1.66,60,1,1,0,0
1,32,1.85,99.98,1,1,1,0
0,26,1.65,70,1,3,1,0
0,17,1.68,49.8,0,1,2,0
1,21,1.75,72,1,3,2,0
0,18,1.72,52.51,1,2,1,0
1,22,1.75,70,0,2,2,0
0,18,1.57,41.4,0,1,0,0
0,38,1.7,78,1,2,0,0
1,20,1.83,84,1,2,2,0
0,21,1.51,42,0,1,1,0
1,21,1.75,79,1,2,3,0
1,18,1.78,53,1,2,1,0
0,18,1.58,55,1,2,1,0
1,18,1.78,50.87,0,2,1,0
0,21,1.7,76,1,2,2,0
0,23,1.67,60,0,2,2,0
1,17,1.75,92,0,2,1,0
0,31,1.54,65.91,1,2,1,0
1,21,1.75,68,0,2,2,0
1,18,1.68,70,0,2,1,0
0,18,1.6,73,1,2,1,0
0,19,1.5,48,0,1,0,0
1,21,1.61,64,0,2,1,0
0,20,1.57,80.75,1,1,1,0
1,18,1.71,51.55,1,2,2,0
1,19,1.72,79.83,1,2,1,0
1,19,1.83,85,0,2,2,0
0,22,1.83,44.76,0,3,1,0
0,20,1.52,61.62,0,2,0,0
0,26,1.69,80,0,2,3,0
0,21,1.62,68.25,1,1,0,0
1,34,1.84,92.7,1,3,1,0
1,20,1.87,75,0,1,1,0
1,18,1.84,59.62,1,2,2,0
1,34,1.72,84,1,2,1,0
0,18,1.72,55,1,1,0,0
0,23,1.72,51.52,1,1,1,0
0,18,1.76,55.3,0,2,2,0
1,33,1.72,83.2,1,1,2,0
1,20,1.64,53,0,3,0,0
1,55,1.7,80,1,2,2,0
0,21,1.49,60.12,1,1,0,0
1,18,1.77,55.7,1,1,2,0
0,18,1.56,50,0,2,3,0
0,18,1.65,66,1,2,0,0
0,20,1.53,69.43,0,2,2,0
1,18,1.7,80,1,2,1,0
0,26,1.6,45,0,1,0,0
0,19,1.5,42,0,1,0,0
0,21,1.52,44,0,1,0,0
0,19,1.77,49.6,0,1,2,0
0,17,1.67,55,1,2,1,0
0,21,1.49,61.12,1,1,1,0
1,17,1.66,56,1,2,1,0
1,22,1.8,60,1,2,3,0
0,21,1.59,42,0,1,1,0
0,38,1.55,59,0,1,2,0
1,17,1.8,85,1,3,2,0
1,17,1.7,84,1,2,1,0
0,16,1.62,67.47,1,1,1,0
1,34,1.77,79.44,1,3,2,0
1,35,1.79,86.57,1,2,1,0
0,21,1.55,60,1,1,1,0
1,23,1.73,82.28,1,2,0,0
1,33,1.7,83.02,1,3,2,0
0,19,1.51,45,0,1,1,0
1,23,1.7,83,1,2,1,0
0,18,1.62,55,0,1,1,0
1,33,1.71,83,1,2,2,0
0,34,1.69,77.97,1,2,1,0
1,32,1.85,98.91,1,3,1,0
0,21,1.63,70,0,1,1,0
1,24,1.77,73,1,1,1,0
1,26,1.75,80,1,2,1,0
1,23,1.7,83,1,2,0,0
1,33,1.75,75,1,2,0,0
0,18,1.76,51,0,1,1,0
0,23,1.58,44.75,0,1,1,0
0,34,1.68,77.65,1,2,0,0
0,21,1.67,67,1,2,1,0
1,19,1.8,85,1,3,1,0
1,27,1.75,73,1,2,3,0
1,17,1.76,55,0,2,2,0
0,17,1.71,45.25,0,2,2,0
1,22,1.7,80,1,3,1,0
0,18,1.55,50,1,2,1,0
1,23,1.75,76,1,2,1,0
0,30,1.67,79.44,1,2,0,0
0,22,1.7,50,0,2,0,0
1,22,1.66,60,1,1,2,0
0,22,1.75,55,1,2,2,0
1,20,1.65,80,0,3,3,0
1,27,1.72,72,1,2,2,0
1,20,1.88,75,1,3,2,0
1,27,1.82,72,1,2,3,0
1,17,1.79,59.61,1,2,1,0
0,21,1.55,67.47,1,1,2,0
0,20,1.73,78.05,1,2,1,0
0,21,1.59,45,1,2,1,0
0,24,1.64,51.5,0,1,1,0
1,21,1.79,70,0,2,0,0
0,36,1.65,80,1,2,2,0
1,18,1.8,71,0,2,0,0
0,18,1.5,55,1,2,1,0
0,21,1.69,65,0,2,1,0
1,35,1.75,80,1,2,0,0
1,21,1.66,60,0,2,2,0
1,20,1.54,64.85,0,1,0,0
1,17,1.78,57,1,2,2,0
0,34,1.58,80.74,1,2,0,0
1,21,1.8,80,0,2,1,0
1,18,1.72,51.73,1,1,0,0
0,20,1.54,42,0,1,0,0
1,17,1.8,65,0,2,2,0
0,19,1.65,58,0,1,1,0
1,18,1.77,60,0,2,1,0
1,23,1.62,70,0,3,1,0
1,21,1.74,75,1,3,2,0
0,17,1.58,45,1,1,1,0
1,18,1.7,72,1,1,0,0
1,33,1.8,91,1,2,2,0
0,23,1.66,56,1,3,2,0
0,21,1.52,53,1,2,2,0
1,19,1.72,70,1,2,1,0
1,18,1.75,86.96,1,2,1,0
0,19,1.6,42,0,2,2,0
0,19,1.55,50,0,2,3,0
1,17,1.9,59,1,1,2,0
0,21,1.67,80.99,1,3,3,0
0,18,1.59,70,1,2,1,0
1,26,1.84,96.19,1,2,2,0
1,21,1.69,80,1,2,0,0
1,22,1.67,80.99,1,2,1,0
0,18,1.58,41.4,0,2,0,0
1,21,1.71,75.83,1,2,1,0
0,20,1.65,49.93,0,1,1,0
0,23,1.67,57,0,2,0,0
0,19,1.7,80,1,2,1,0
0,21,1.76,55.01,1,3,2,0
1,26,1.71,75,1,2,1,0
1,21,1.8,66,1,1,0,0
1,17,1.69,85.57,1,3,2,0
0,20,1.52,41.4,0,2,1,0
1,17,1.85,59.41,1,2,3,0
1,21,1.7,80,1,2,3,0
1,17,1.67,60,0,2,0,0
0,18,1.66,60,0,2,1,0
0,26,1.63,68.9,1,3,0,0
1,20,1.71,75,1,2,1,0
0,23,1.6,65,1,2,1,0
1,26,1.8,87,0,1,1,0
1,18,1.65,80,1,2,1,0
1,21,1.66,62,1,2,1,0
0,18,1.56,79.44,1,2,1,0
1,31,1.75,85,1,1,1,0
1,27,1.8,91.09,1,1,1,0
0,31,1.68,63,1,2,1,0
0,18,1.62,55,1,2,2,0
0,18,1.56,48,0,2,0,0
0,21,1.6,68.87,1,2,1,0
0,18,1.56,51.5,0,1,0,0
1,23,1.8,64,1,2,1,0
0,23,1.66,75,1,2,0,0
1,23,1.69,53,0,1,1,0
0,18,1.63,45,0,3,2,0
0,18,1.56,58,0,1,1,0
1,34,1.69,84.75,1,2,2,0
1,24,1.7,75,0,1,0,0
1,23,1.68,75.09,1,2,1,0
0,17,1.7,56,1,2,3,0
1,21,1.66,66,0,2,1,0
1,33,1.74,76,0,1,0,0
1,18,1.6,50,0,1,1,0
1,26,1.62,69,0,2,2,0
0,18,1.63,53,0,2,1,0
0,38,1.55,59,1,1,2,0
0,18,1.66,56,1,1,0,0
0,23,1.6,45,1,2,1,0
1,18,1.8,50,1,2,2,0
0,18,1.5,50,0,1,0,0
0,27,1.62,58,1,2,1,0
1,55,1.7,80,0,1,0,0
1,33,1.72,83,1,2,3,0
1,18,1.74,64,0,2,0,0
1,18,1.67,67,0,2,1,0
1,35,1.75,85,0,1,1,0
1,19,1.71,78.07,1,2,2,0
0,21,1.6,44.85,0,2,1,0
0,20,1.6,55,1,1,1,0
1,19,1.9,80,1,2,2,0
0,24,1.63,56,0,1,1,0
0,21,1.6,70,0,2,0,0
0,21,1.74,54.88,1,3,2,0
1,39,1.75,86,0,3,3,0
0,22,1.5,63.65,1,2,0,0
0,23,1.56,60,1,2,0,0
1,23,1.7,83,1,1,1,0
0,18,1.7,50,0,1,2,0
0,22,1.67,49.98,1,2,2,0
0,23,1.55,63,1,2,2,0
1,19,1.75,86.32,1,2,1,0
1,55,1.71,84.75,1,3,0,0
1,55,1.7,80,1,2,3,0
1,26,1.7,70,1,2,2,0
1,18,1.7,51.61,1,1,1,0
1,21,1.71,75,0,2,1,0
1,31,1.69,90,1,2,1,0
1,29,1.76,90,1,2,0,0
0,18,1.66,59,1,3,2,0
1,23,1.75,78,1,2,3,0
1,24,1.72,82.28,1,2,1,0
1,17,1.8,85,0,2,1,0
1,20,1.68,79.59,1,2,1,0
0,22,1.73,78.43,1,2,1,0
0,22,1.65,80,1,2,0,0
0,23,1.75,70,1,2,1,0
1,19,1.69,60,0,1,1,0
0,25,1.56,45,0,2,2,0
1,18,1.7,85.32,1,3,1,0
0,21,1.51,62.63,1,2,2,0
1,21,1.67,80,1,2,3,0
1,19,1.82,71,1,2,3,0
0,19,1.59,60,1,2,1,0
1,33,1.7,83,1,3,3,0
0,18,1.58,50,1,1,0,0
1,17,1.78,56.03,1,3,2,0
1,18,1.72,70,0,2,0,0
1,21,1.76,88.53,1,3,1,0
0,21,1.73,78.55,1,2,2,0
1,18,1.74,86,0,2,3,0
0,29,1.75,78,0,2,0,0
0,18,1.6,53,0,2,0,0
1,31,1.7,82,0,3,0,0
1,20,1.83,85,1,3,3,0
1,17,1.7,66,1,2,3,0
0,18,1.62,53,0,1,1,0
1,24,1.7,85,1,2,1,0
1,33,1.8,97,1,3,1,0
1,22,1.82,82,1,2,0,0
0,19,1.71,50,0,1,2,0
0,29,1.67,73,1,2,1,0
0,17,1.65,60,0,3,3,0
0,19,1.6,45,0,3,2,0
1,35,1.75,84.78,1,3,3,0
0,20,1.66,49.04,0,2,0,0
0,23,1.72,50,1,3,2,0
0,20,1.65,64,1,2,1,0
0,19,1.71,49.65,0,1,2,0
0,35,1.68,73,1,3,1,0
1,23,1.68,75,1,2,0,0
0,18,1.6,58,1,1,0,0
0,18,1.62,67.77,1,3,0,0
0,19,1.62,72.11,1,2,1,0
1,20,1.72,52.06,1,2,0,0
1,19,1.82,64,1,1,0,0
0,21,1.56,48,0,1,1,0
1,33,1.8,91,0,2,1,0
1,20,1.76,68,1,1,2,0
1,20,1.67,78,1,3,0,0
1,33,1.74,83.39,1,2,0,0
1,23,1.72,81.65,1,2,1,0
1,18,1.69,51,1,2,2,0
0,21,1.55,68,0,2,2,0
0,17,1.7,49,1,2,2,0
1,21,1.75,72,0,2,1,0
0,18,1.76,80,1,2,1,0
0,20,1.69,60,1,2,0,0
0,18,1.74,51.55,1,3,2,0
0,24,1.5,67,1,1,0,0
1,17,1.79,58.67,1,2,2,0
1,17,1.79,57,1,2,2,0
0,20,1.89,50,0,1,2,0
1,19,1.68,77.36,1,2,1,0
0,23,1.66,59,1,2,3,0
1,23,1.8,90,1,3,0,0
0,18,1.5,55,1,2,0,0
0,24,1.66,60,1,2,0,0
1,24,1.86,86.1,0,2,1,0
1,18,1.85,86,1,2,1,0
0,37,1.56,77.35,1,2,0,0
0,19,1.53,45,0,1,3,0
1,22,1.74,75,1,2,0,0
1,21,1.62,53.8,0,1,1,0
1,20,1.89,80,1,3,2,0
1,21,1.8,72,1,2,1,0
1,18,1.83,67,1,2,2,0
0,27,1.61,66.4,0,3,1,0
1,17,1.79,57,1,1,1,0
0,16,1.65,58,1,2,3,0
0,21,1.63,68.82,1,1,1,0
0,23,1.63,63,1,2,2,0
0,22,1.61,45,0,1,1,0
1,21,1.69,75.05,1,2,1,0
1,23,1.72,66,1,1,0,0
1,17,1.72,51.46,0,2,2,0
1,17,1.81,59.24,1,3,3,0
1,19,1.85,85,1,3,3,0
1,19,1.65,60,1,2,0,0
0,22,1.6,42.85,0,3,1,0
1,18,1.8,64,0,2,3,0
0,18,1.65,51.5,0,1,2,0
0,34,1.68,80,1,3,0,0
0,19,1.52,60.27,0,1,1,0
0,26,1.55,62.9,0,3,1,0
0,16,1.61,65,1,2,0,0
0,27,1.76,78.06,1,2,1,0
1,21,1.84,85.2,1,3,2,0
1,19,1.64,49,1,1,2,0
0,18,1.6,50,0,2,1,0
1,18,1.66,60,0,1,0,0
1,33,1.71,83.01,1,2,3,0
0,19,1.6,50,0,2,2,0
1,20,1.84,60,1,2,2,0
0,18,1.6,70,1,1,0,0
0,34,1.7,78,0,1,1,0
0,21,1.6,44.64,0,1,1,0
1,31,1.78,85,1,2,0,0
1,21,1.85,89,1,3,1,0
1,23,1.74,64,1,2,0,0
0,21,1.66,59,0,2,3,0
1,21,1.74,75,1,2,2,0
1,21,1.7,65,1,2,1,0
0,23,1.57,65,1,2,0,0
0,21,1.67,68,1,3,2,0
0,17,1.63,65,0,2,1,0
1,22,1.71,82.85,1,2,0,0
0,22,1.6,65,0,2,3,0
0,20,1.7,70,0,2,0,0
1,27,1.71,72,1,3,3,0
0,18,1.74,50.17,1,2,0,0
0,21,1.75,78,1,3,2,0
0,17,1.6,65,1,2,1,0
1,16,1.61,50,0,1,1,0
0,19,1.58,77,0,2,1,0
0,17,1.6,57,1,2,0,0
1,21,1.7,70,0,2,1,0
0,33,1.6,66.61,1,2,2,0
1,21,1.75,80,0,3,2,0
1,21,1.7,60,1,2,2,0
0,21,1.59,50,0,1,0,0
0,34,1.69,77.27,1,2,0,0
1,27,1.84,87.99,1,1,2,0
1,23,1.72,80.09,1,2,2,0
0,20,1.58,43.09,0,1,0,0
1,33,1.72,83,1,2,2,0
1,55,1.67,90,1,3,1,0
0,35,1.67,77.21,1,2,1,0
